date;usd_ars_sell
2020-05-08;67.19
2020-05-09;67.27
2020-05-12;67.37
2020-05-13;67.46
2020-05-14;67.54
2020-05-15;67.64
2020-05-16;67.73
2020-05-19;67.82
2020-05-20;67.9
2020-05-21;68
2020-05-22;68.09
2020-05-23;68.18
2020-05-27;68.27
2020-05-28;68.36
2020-05-29;68.45
2020-05-30;68.54
2020-06-02;68.63
2020-06-03;68.71
2020-06-04;68.81
2020-06-05;68.9
2020-06-06;68.99
2020-06-09;69.08
2020-06-10;69.17
2020-06-11;69.26
2020-06-12;69.31
2020-06-13;69.37
2020-06-17;69.61
2020-06-18;69.67
2020-06-19;69.74
2020-06-20;69.8
2020-06-23;69.97
2020-06-24;70.03
2020-06-25;70.1
2020-06-26;70.16
2020-06-27;70.22
2020-06-30;70.4
2020-07-01;70.46
2020-07-02;70.52
2020-07-03;70.58
2020-07-04;70.64
2020-07-07;70.82
2020-07-08;70.87
2020-07-09;70.94
2020-07-14;71.24
2020-07-15;71.3
2020-07-16;71.36
2020-07-17;71.42
2020-07-18;71.48
2020-07-21;71.66
2020-07-22;71.72
2020-07-23;71.78
2020-07-24;71.84
2020-07-25;71.9
2020-07-28;72.08
2020-07-29;72.14
2020-07-30;72.2
2020-07-31;72.32
2020-08-01;72.32
2020-08-04;72.52
2020-08-05;72.57
2020-08-06;72.62
2020-08-07;72.7
2020-08-08;72.77
2020-08-11;72.95
2020-08-12;73
2020-08-13;73.05
2020-08-14;73.11
2020-08-15;73.16
2020-08-19;73.4
2020-08-20;73.48
2020-08-21;73.53
2020-08-22;73.58
2020-08-25;73.73
2020-08-26;73.81
2020-08-27;73.86
2020-08-28;73.94
2020-08-29;74
2020-09-01;74.18
2020-09-02;74.25
2020-09-03;74.32
2020-09-04;74.38
2020-09-05;74.44
2020-09-08;74.65
2020-09-09;74.71
2020-09-10;74.77
2020-09-11;74.84
2020-09-12;74.91
2020-09-15;75.12
2020-09-16;75.19
2020-09-17;75.25
2020-09-18;75.32
2020-09-19;75.38
2020-09-22;75.59
2020-09-23;75.65
2020-09-24;75.72
2020-09-25;75.78
2020-09-26;75.85
2020-09-29;76.06
2020-09-30;76.12
2020-10-01;76.18
2020-10-02;76.25
2020-10-03;76.95
2020-10-06;77.01
2020-10-07;77.08
2020-10-08;77.11
2020-10-09;77.11
2020-10-10;77.15
2020-10-14;77.43
2020-10-15;77.48
2020-10-16;77.47
2020-10-17;77.52
2020-10-20;77.58
2020-10-21;77.68
2020-10-22;77.75
2020-10-23;78.08
2020-10-24;78.13
2020-10-27;78.26
2020-10-28;78.3
2020-10-29;78.31
2020-10-30;78.3
2020-10-31;78.32
2020-11-03;78.69
2020-11-04;78.93
2020-11-05;79.03
2020-11-06;79.1
2020-11-10;79.35
2020-11-11;79.43
2020-11-12;79.49
2020-11-13;79.56
2020-11-14;79.75
2020-11-17;79.97
2020-11-18;80.04
2020-11-19;80.15
2020-11-20;80.28
2020-11-21;80.35
2020-11-25;80.7
2020-11-26;80.79
2020-11-27;80.89
2020-11-28;81.07
2020-12-01;81.31
2020-12-02;81.43
2020-12-03;81.49
2020-12-04;81.56
2020-12-05;81.65
2020-12-10;82.04
2020-12-11;82.13
2020-12-12;82.21
2020-12-15;82.45
2020-12-16;82.53
2020-12-17;82.62
2020-12-18;82.71
2020-12-19;82.84
2020-12-22;83.15
2020-12-23;83.25
2020-12-24;83.36
2020-12-29;83.9
2020-12-30;84.02
2020-12-31;84.15
2021-01-05;84.7
2021-01-06;84.81
2021-01-07;84.91
2021-01-08;85
2021-01-09;85.12
2021-01-12;85.37
2021-01-13;85.47
2021-01-14;85.55
2021-01-15;85.64
2021-01-16;85.74
2021-01-19;86.08
2021-01-20;86.21
2021-01-21;86.35
2021-01-22;86.43
2021-01-23;86.57
2021-01-26;86.9
2021-01-27;87.02
2021-01-28;87.11
2021-01-29;87.2
2021-01-30;87.33
2021-01-31;87.33
2021-02-02;87.6
2021-02-03;87.7
2021-02-04;87.8
2021-02-05;87.91
2021-02-06;88
2021-02-09;88.17
2021-02-10;88.26
2021-02-11;88.36
2021-02-12;88.45
2021-02-13;88.54
2021-02-18;88.94
2021-02-19;89.06
2021-02-20;89.14
2021-02-23;89.43
2021-02-24;89.53
2021-02-25;89.68
2021-02-26;89.75
2021-02-27;89.82
2021-03-02;90.09
2021-03-03;90.15
2021-03-04;90.23
2021-03-05;90.29
2021-03-06;90.37
2021-03-09;90.57
2021-03-10;90.66
2021-03-11;90.72
2021-03-12;90.78
2021-03-13;90.85
2021-03-16;91.06
2021-03-17;91.13
2021-03-18;91.2
2021-03-19;91.3
2021-03-20;91.36
2021-03-23;91.57
2021-03-24;91.64
2021-03-26;91.77
2021-03-27;91.84
2021-03-30;91.91
2021-03-31;91.96
2021-04-01;92
2021-04-06;92.24
2021-04-07;92.28
2021-04-08;92.33
2021-04-09;92.38
2021-04-10;92.44
2021-04-13;92.58
2021-04-14;92.62
2021-04-15;92.67
2021-04-16;92.72
2021-04-17;92.81
2021-04-20;92.92
2021-04-21;92.97
2021-04-22;93.03
2021-04-23;93.07
2021-04-24;93.12
2021-04-27;93.27
2021-04-28;93.33
2021-04-29;93.44
2021-04-30;93.56
2021-05-01;93.56
2021-05-04;93.67
2021-05-05;93.71
2021-05-06;93.75
2021-05-07;93.79
2021-05-08;93.85
2021-05-11;93.93
2021-05-12;93.95
2021-05-13;93.98
2021-05-14;94.01
2021-05-15;94.04
2021-05-18;94.13
2021-05-19;94.16
2021-05-20;94.2
2021-05-21;94.24
2021-05-22;94.27
2021-05-27;94.48
2021-05-28;94.53
2021-05-29;94.56
2021-06-01;94.73
2021-06-02;94.73
2021-06-03;94.77
2021-06-04;94.81
2021-06-05;94.86
2021-06-08;94.98
2021-06-09;95.01
2021-06-10;95.05
2021-06-11;95.11
2021-06-12;95.13
2021-06-15;95.25
2021-06-16;95.3
2021-06-17;95.31
2021-06-18;95.37
2021-06-19;95.37
2021-06-23;95.49
2021-06-24;95.53
2021-06-25;95.55
2021-06-26;95.6
2021-06-29;95.69
2021-06-30;95.71
2021-07-01;95.72
2021-07-02;95.76
2021-07-03;95.79
2021-07-06;95.88
2021-07-07;95.91
2021-07-08;95.94
2021-07-09;95.99
2021-07-10;95.99
2021-07-13;96.09
2021-07-14;96.12
2021-07-15;96.16
2021-07-16;96.18
2021-07-17;96.22
2021-07-20;96.31
2021-07-21;96.34
2021-07-22;96.36
2021-07-23;96.41
2021-07-24;96.42
2021-07-27;96.54
2021-07-28;96.57
2021-07-29;96.61
2021-07-30;96.64
2021-07-31;96.69
2021-08-01;96.69
2021-08-03;96.79
2021-08-04;96.81
2021-08-05;96.83
2021-08-06;96.89
2021-08-07;96.9
2021-08-10;97
2021-08-11;97.03
2021-08-12;97.04
2021-08-13;97.07
2021-08-15;97.11
2021-08-18;97.25
2021-08-19;97.25
2021-08-20;97.28
2021-08-21;97.31
2021-08-24;97.4
2021-08-25;97.45
2021-08-26;97.48
2021-08-27;97.53
2021-08-28;97.56
2021-08-31;97.71
2021-09-01;97.74
2021-09-02;97.78
2021-09-03;97.83
2021-09-04;97.86
2021-09-07;97.95
2021-09-08;97.99
2021-09-09;98.01
2021-09-10;98.05
2021-09-11;98.09
2021-09-14;98.19
2021-09-15;98.21
2021-09-16;98.25
2021-09-17;98.3
2021-09-18;98.36
2021-09-21;98.46
2021-09-22;98.47
2021-09-23;98.49
2021-09-24;98.54
2021-09-25;98.56
2021-09-28;98.63
2021-09-29;98.66
2021-09-30;98.72
2021-10-01;98.74
2021-10-02;98.79
2021-10-05;98.86
2021-10-06;98.89
2021-10-07;98.92
2021-10-08;98.94
2021-10-13;99.09
2021-10-14;99.12
2021-10-15;99.16
2021-10-16;99.18
2021-10-19;99.27
2021-10-20;99.31
2021-10-21;99.35
2021-10-22;99.37
2021-10-23;99.39
2021-10-26;99.48
2021-10-27;99.56
2021-10-28;99.65
2021-10-29;99.69
2021-10-30;99.72
2021-11-02;99.81
2021-11-03;99.86
2021-11-04;99.91
2021-11-05;99.96
2021-11-06;99.94
2021-11-09;100.08
2021-11-10;100.11
2021-11-11;100.15
2021-11-12;100.17
2021-11-13;100.22
2021-11-16;100.27
2021-11-17;100.29
2021-11-18;100.35
2021-11-19;100.41
2021-11-20;100.46
2021-11-24;100.57
2021-11-25;100.62
2021-11-26;100.68
2021-11-27;100.8
2021-11-30;100.94
2021-12-01;100.96
2021-12-02;101
2021-12-03;101.1
2021-12-04;101.16
2021-12-07;101.28
2021-12-08;101.42
2021-12-10;101.54
2021-12-11;101.55
2021-12-14;101.7
2021-12-15;101.78
2021-12-16;101.82
2021-12-17;101.9
2021-12-18;101.98
2021-12-21;102.13
2021-12-22;102.24
2021-12-23;102.26
2021-12-24;102.3
2021-12-28;102.54
2021-12-29;102.62
2021-12-30;102.68
2021-12-31;102.72
2022-01-04;103
2022-01-05;103.09
2022-01-06;103.14
2022-01-07;103.24
2022-01-08;103.28
2022-01-11;103.51
2022-01-12;103.56
2022-01-13;103.68
2022-01-14;103.77
2022-01-15;103.84
2022-01-18;104.1
2022-01-19;104.17
2022-01-20;104.24
2022-01-21;104.31
2022-01-22;104.34
2022-01-25;104.53
2022-01-26;104.62
2022-01-28;104.77
2022-01-29;104.84
2022-01-31;105.2
2022-02-01;105.2
2022-02-02;105.12
2022-02-03;105.2
2022-02-04;105.31
2022-02-05;105.41
2022-02-08;105.68
2022-02-09;105.82
2022-02-10;105.89
2022-02-11;106.01
2022-02-12;106.15
2022-02-15;106.36
2022-02-16;106.47
2022-02-17;106.58
2022-02-18;106.67
2022-02-19;106.78
2022-02-22;107.04
2022-02-23;107.19
2022-02-24;107.28
2022-02-25;107.38
2022-02-26;107.45
2022-03-03;107.93
2022-03-04;108.03
2022-03-05;108.13
2022-03-08;108.44
2022-03-09;108.56
2022-03-10;108.68
2022-03-11;108.77
2022-03-12;108.88
2022-03-15;109.2
2022-03-16;109.32
2022-03-17;109.41
2022-03-18;109.51
2022-03-19;109.7
2022-03-22;109.97
2022-03-23;110.07
2022-03-24;110.18
2022-03-26;110.38
2022-03-29;110.68
2022-03-30;110.82
2022-03-31;110.89
2022-04-01;111.01
2022-04-02;111.12
2022-04-05;111.57
2022-04-06;111.7
2022-04-07;111.83
2022-04-08;111.97
2022-04-09;112.16
2022-04-12;112.58
2022-04-13;112.76
2022-04-14;112.97
2022-04-19;113.63
2022-04-20;113.78
2022-04-21;113.96
2022-04-22;114.09
2022-04-23;114.23
2022-04-26;114.68
2022-04-27;114.85
2022-04-28;115.04
2022-04-29;115.18
2022-04-30;115.31
2022-05-03;115.73
2022-05-04;115.87
2022-05-05;116.02
2022-05-06;116.16
2022-05-07;116.3
2022-05-10;116.75
2022-05-11;116.93
2022-05-12;117.08
2022-05-13;117.25
2022-05-14;117.43
2022-05-17;117.86
2022-05-18;118.07
2022-05-20;118.34
2022-05-21;118.48
2022-05-24;118.94
2022-05-25;119.11
2022-05-27;119.41
2022-05-28;119.55
2022-05-31;120.01
2022-06-01;120.2
2022-06-02;120.32
2022-06-03;120.46
2022-06-04;120.68
2022-06-07;121.11
2022-06-08;121.29
2022-06-09;121.45
2022-06-10;121.62
2022-06-11;121.79
2022-06-14;122.3
2022-06-15;122.5
2022-06-16;122.7
2022-06-17;122.92
2022-06-22;123.67
2022-06-23;123.85
2022-06-24;124.1
2022-06-25;124.24
2022-06-28;124.71
2022-06-29;124.87
2022-06-30;125.04
2022-07-01;125.23
2022-07-02;125.45
2022-07-05;125.95
2022-07-06;126.2
2022-07-07;126.39
2022-07-08;126.56
2022-07-09;126.8
2022-07-12;127.35
2022-07-13;127.59
2022-07-14;127.82
2022-07-15;128
2022-07-16;128.25
2022-07-19;128.91
2022-07-20;129.14
2022-07-21;129.38
2022-07-22;129.58
2022-07-23;129.74
2022-07-26;130.4
2022-07-27;130.68
2022-07-28;130.91
2022-07-29;131.12
2022-07-30;131.27
2022-08-02;131.89
2022-08-03;132.2
2022-08-04;132.42
2022-08-05;132.64
2022-08-06;132.89
2022-08-09;133.57
2022-08-10;133.85
2022-08-11;134.05
2022-08-12;134.27
2022-08-13;134.59
2022-08-17;135.33
2022-08-18;135.53
2022-08-19;135.8
2022-08-20;136.17
2022-08-23;136.64
2022-08-24;136.95
2022-08-25;137.15
2022-08-26;137.4
2022-08-27;137.7
2022-08-30;138.32
2022-08-31;138.6
2022-09-01;138.73
2022-09-02;139
2022-09-06;140.28
2022-09-07;140.56
2022-09-08;140.8
2022-09-09;141.15
2022-09-10;141.38
2022-09-13;142.28
2022-09-14;142.58
2022-09-15;142.88
2022-09-16;143.2
2022-09-17;143.52
2022-09-20;144.37
2022-09-21;144.64
2022-09-22;144.89
2022-09-23;145.16
2022-09-24;145.44
2022-09-27;146.26
2022-09-28;146.57
2022-09-29;146.86
2022-09-30;147.07
2022-10-01;147.32
2022-10-04;148.23
2022-10-05;148.59
2022-10-06;148.88
2022-10-07;149.2
2022-10-12;150.69
2022-10-13;151.04
2022-10-14;151.3
2022-10-15;151.64
2022-10-18;152.5
2022-10-19;152.82
2022-10-20;153.18
2022-10-21;153.51
2022-10-22;153.79
2022-10-25;154.74
2022-10-26;155.08
2022-10-27;155.39
2022-10-28;155.69
2022-10-29;156.91
2022-10-31;156.91
2022-11-01;156.91
2022-11-02;157.28
2022-11-03;157.6
2022-11-04;157.92
2022-11-05;158.28
2022-11-08;159.37
2022-11-09;159.71
2022-11-10;160.02
2022-11-11;160.39
2022-11-12;160.7
2022-11-15;161.78
2022-11-16;162.12
2022-11-17;162.47
2022-11-18;162.78
2022-11-19;163.18
2022-11-23;164.51
2022-11-24;164.84
2022-11-25;165.21
2022-11-26;165.59
2022-11-29;166.6
2022-11-30;166.96
2022-12-01;167.28
2022-12-02;167.72
2022-12-03;168.09
2022-12-06;169.16
2022-12-07;169.49
2022-12-08;169.9
2022-12-13;171.37
2022-12-14;171.81
2022-12-15;172.05
2022-12-16;172.39
2022-12-17;172.7
2022-12-20;173.6
2022-12-21;173.93
2022-12-22;174.28
2022-12-23;174.53
2022-12-24;174.84
2022-12-27;175.73
2022-12-28;176.05
2022-12-29;176.4
2022-12-30;176.78
2022-12-31;177.16
2023-01-03;178.66
2023-01-04;178.36
2023-01-05;178.66
2023-01-06;178.94
2023-01-07;179.25
2023-01-10;180.09
2023-01-11;180.38
2023-01-12;180.67
2023-01-13;180.97
2023-01-14;181.27
2023-01-17;182.2
2023-01-18;182.49
2023-01-19;182.81
2023-01-20;183.11
2023-01-21;183.45
2023-01-24;184.37
2023-01-25;184.69
2023-01-26;185.03
2023-01-27;185.32
2023-01-28;185.61
2023-01-31;186.56
2023-02-01;187
2023-02-02;187.29
2023-02-03;187.57
2023-02-04;188.02
2023-02-07;189.11
2023-02-08;189.52
2023-02-09;189.85
2023-02-10;190.21
2023-02-11;190.51
2023-02-14;191.65
2023-02-15;191.99
2023-02-16;192.38
2023-02-17;192.83
2023-02-18;193.19
2023-02-23;194.95
2023-02-24;195.31
2023-02-25;195.68
2023-02-28;196.81
2023-03-01;197.15
2023-03-02;197.57
2023-03-03;197.87
2023-03-04;198.28
2023-03-07;199.34
2023-03-08;199.68
2023-03-09;199.95
2023-03-10;200.36
2023-03-11;200.73
2023-03-14;201.86
2023-03-15;202.07
2023-03-16;202.56
2023-03-17;202.94
2023-03-18;203.34
2023-03-21;204.53
2023-03-22;205.02
2023-03-23;205.38
2023-03-24;205.78
2023-03-28;207.42
2023-03-29;207.84
2023-03-30;208.3
2023-03-31;208.59
2023-04-01;209.01
2023-04-04;210.37
2023-04-05;210.78
2023-04-06;211.22
2023-04-11;213.39
2023-04-12;213.76
2023-04-13;214.24
2023-04-14;214.68
2023-04-15;215.1
2023-04-18;216.38
2023-04-19;216.94
2023-04-20;217.48
2023-04-21;217.99
2023-04-22;218.53
2023-04-25;220.21
2023-04-26;220.87
2023-04-27;221.57
2023-04-28;222
2023-04-29;222.68
2023-05-03;224.65
2023-05-04;225.2
2023-05-05;225.7
2023-05-06;226.25
2023-05-09;227.65
2023-05-10;228.05
2023-05-11;228.5
2023-05-12;229
2023-05-13;229.2
2023-05-16;230.7
2023-05-17;231.1
2023-05-18;231.65
2023-05-19;232.1
2023-05-24;234.95
2023-05-25;235.75
2023-05-30;238.25
2023-05-31;238.85
2023-06-01;239.5
2023-06-02;240.25
2023-06-03;240.85
2023-06-06;242.5
2023-06-07;243.25
2023-06-08;243.5
2023-06-09;244.45
2023-06-10;244.95
2023-06-13;246.8
2023-06-14;247.1
2023-06-15;248
2023-06-16;248.35
2023-06-17;249.45
2023-06-22;251.85
2023-06-23;252.6
2023-06-24;253
2023-06-27;254.6
2023-06-28;255.25
2023-06-29;255.85
2023-06-30;256.2
2023-07-01;256.7
2023-07-04;257.9
2023-07-05;259.35
2023-07-06;259.5
2023-07-07;260.4
2023-07-08;261
2023-07-11;262.5
2023-07-12;263.2
2023-07-13;264.05
2023-07-14;264.35
2023-07-15;265.05
2023-07-18;266.75
2023-07-19;267.65
2023-07-20;267.95
2023-07-21;268.7
2023-07-22;269.45
2023-07-25;271
2023-07-26;271.6
2023-07-27;272.5
2023-07-28;273.1
2023-07-29;273.7
2023-08-01;275.25
2023-08-02;276.15
2023-08-03;277.4
2023-08-04;278.1
2023-08-05;279.35
2023-08-08;283.2
2023-08-09;284.2
2023-08-10;285.15
2023-08-11;286.2
2023-08-12;287.35
2023-08-15;349.95
2023-08-16;350
2023-08-17;349.95
2023-08-18;349.95
2023-08-19;349.95
2023-08-23;349.95
2023-08-24;349.95
2023-08-25;350
2023-08-26;350.1
2023-08-29;349.95
2023-08-30;350
2023-08-31;350
2023-09-01;350
2023-09-02;350.1
2023-09-05;350
2023-09-06;350
2023-09-07;350
2023-09-08;349.95
2023-09-09;349.95
2023-09-12;349.95
2023-09-13;349.95
2023-09-14;350.05
2023-09-15;350
2023-09-16;350
2023-09-19;350
2023-09-20;349.95
2023-09-21;350.1
2023-09-22;350
2023-09-23;350.05
2023-09-26;350.05
2023-09-27;350
2023-09-28;350
2023-09-29;350.05
2023-09-30;349.95
2023-10-03;350.05
2023-10-04;350.05
2023-10-05;350
2023-10-06;350
2023-10-07;350.1
2023-10-10;350.1
2023-10-11;350.1
2023-10-12;350.1
2023-10-13;349.95
2023-10-18;350.1
2023-10-19;350.1
2023-10-20;349.95
2023-10-21;349.95
2023-10-24;349.95
2023-10-25;349.95
2023-10-26;350.1
2023-10-27;349.95
2023-10-28;349.95
2023-10-31;349.95
2023-11-01;350
2023-11-02;349.95
2023-11-03;350.1
2023-11-04;350.1
2023-11-08;350
2023-11-09;349.95
2023-11-10;349.95
2023-11-11;349.95
2023-11-14;349.95
2023-11-15;350.1
2023-11-16;352.95
2023-11-17;353.45
2023-11-18;353.95
2023-11-22;355.95
2023-11-23;356.45
2023-11-24;356.95
2023-11-25;357.6
2023-11-28;359
2023-11-29;359.5
2023-11-30;360
2023-12-01;360.5
2023-12-02;361.1
2023-12-05;362.45
2023-12-06;363.1
2023-12-07;363.7
2023-12-08;385
2023-12-12;365.95
2023-12-13;366.45
2023-12-14;799.95
2023-12-15;800.5
2023-12-16;801.1
2023-12-19;802.6
2023-12-20;803.15
2023-12-21;803.7
2023-12-22;804.2
2023-12-23;804.75
2023-12-27;806.85
2023-12-28;807.4
2023-12-29;807.95
2023-12-30;808.45
2024-01-03;810.7
2024-01-04;811.1
2024-01-05;811.7
2024-01-06;812.2
2024-01-09;813.8
2024-01-10;814.4
2024-01-11;814.9
2024-01-12;815.4
2024-01-13;816
2024-01-16;817.6
2024-01-17;818.1
2024-01-18;818.6
2024-01-19;819.2
2024-01-20;819.7
2024-01-23;821.4
2024-01-24;821.9
2024-01-25;822.4
2024-01-26;823
2024-01-27;823.5
2024-01-30;825.2
2024-01-31;825.7
2024-02-01;826.4
2024-02-02;826.9
2024-02-03;827.3
2024-02-06;829
2024-02-07;829.5
2024-02-08;830.2
2024-02-09;830.6
2024-02-10;831.3
2024-02-15;833.9
2024-02-16;834.5
2024-02-17;835
2024-02-20;836.7
2024-02-21;837.2
2024-02-22;837.9
2024-02-23;838.3
2024-02-24;838.9
2024-02-27;840.6
2024-02-28;841.1
2024-02-29;841.7
2024-03-01;842.2
2024-03-02;842.5
2024-03-05;844
2024-03-06;845
2024-03-07;845.5
2024-03-08;846
2024-03-09;846.5
2024-03-12;848
2024-03-13;848.5
2024-03-14;849.5
2024-03-15;850
2024-03-16;850.5
2024-03-19;852.5
2024-03-20;853
2024-03-21;853
2024-03-22;854
2024-03-23;854.5
2024-03-26;856
2024-03-27;856.5
2024-03-28;858
2024-04-04;861
2024-04-05;861.5
2024-04-06;862.5
2024-04-09;864
2024-04-10;864.5
2024-04-11;865
2024-04-12;865.5
2024-04-13;866.5
2024-04-16;868
2024-04-17;868.5
2024-04-18;869.5
2024-04-19;870
2024-04-20;871.5
2024-04-23;872
2024-04-24;872.5
2024-04-25;873
2024-04-26;874
2024-04-27;875
2024-04-30;876.5
2024-05-01;876.5
2024-05-03;878
2024-05-04;878.5
2024-05-07;880
2024-05-08;880.5
2024-05-09;881.5
2024-05-10;882
2024-05-11;882.5
2024-05-14;884
2024-05-15;885
2024-05-16;885.5
2024-05-17;886
2024-05-18;886.5
2024-05-21;888.5
2024-05-22;889
2024-05-23;889.5
2024-05-24;890
2024-05-25;890.5
2024-05-28;893.5
2024-05-29;893.5
2024-05-30;893.5
2024-05-31;895.5
2024-06-01;895.5
2024-06-04;897
2024-06-05;897
2024-06-06;898.5
2024-06-07;898
2024-06-11;902
2024-06-12;902
2024-06-13;901.5
2024-06-14;902
2024-06-15;903.5
2024-06-19;905
2024-06-20;907.5
2024-06-25;908.5
2024-06-26;909
2024-06-27;911
2024-06-28;911.5
2024-06-29;912
2024-07-02;914
2024-07-03;914.5
2024-07-04;915
2024-07-05;916
2024-07-06;918
2024-07-09;918.5
2024-07-11;919.5
2024-07-12;920
2024-07-13;921.5
2024-07-16;923
2024-07-17;923.5
2024-07-18;924
2024-07-19;925.5
2024-07-20;927.5
2024-07-23;926.5
2024-07-24;927
2024-07-25;928
2024-07-26;930
2024-07-27;931.5
2024-07-30;932
2024-07-31;932.5
2024-08-01;932
2024-08-02;933
2024-08-03;935
2024-08-06;935.5
2024-08-07;936.5
2024-08-08;936.5
2024-08-09;937
2024-08-10;939
2024-08-13;939.5
2024-08-14;940.5
2024-08-15;941
2024-08-16;941.5
2024-08-17;944
2024-08-20;944
2024-08-21;944.5
2024-08-22;945
2024-08-23;946
2024-08-24;948.5
2024-08-27;950.5
2024-08-28;950
2024-08-29;949.5
2024-08-30;951
2024-08-31;953.5
2024-09-03;953
2024-09-04;953.5
2024-09-05;954.5
2024-09-06;954.5
2024-09-07;958
2024-09-10;958.5
2024-09-11;958
2024-09-12;958.5
2024-09-13;960.5
2024-09-14;962
2024-09-17;962
2024-09-18;962
2024-09-19;963.5
2024-09-20;963.5
2024-09-21;965.5
2024-09-24;966
2024-09-25;966.5
2024-09-26;969
2024-09-27;968.5
2024-09-28;970
2024-09-30;970.5
2024-10-01;970.5
2024-10-02;971
2024-10-03;971.5
2024-10-04;973
2024-10-05;974.5
2024-10-08;975.5
2024-10-09;975.5
2024-10-10;976
2024-10-11;979
2024-10-15;980
2024-10-16;980.5
2024-10-17;981
2024-10-18;981.5
2024-10-19;984.5
2024-10-22;984
2024-10-23;984.5
2024-10-24;985.5
2024-10-25;986
2024-10-26;988
2024-10-29;988.5
2024-10-30;989
2024-10-31;990
2024-11-01;992
2024-11-02;993
2024-11-05;993
2024-11-06;994.5
2024-11-07;994.5
2024-11-08;995
2024-11-09;997
2024-11-12;998
2024-11-13;998.5
2024-11-14;999
2024-11-15;999.5
2024-11-16;1002.5
2024-11-20;1003
2024-11-21;1003.5
2024-11-22;1005
2024-11-23;1007
2024-11-26;1007
2024-11-27;1008
2024-11-28;1008.5
2024-11-29;1009
2024-11-30;1011.5
2024-12-03;1012.5
2024-12-04;1012.5
2024-12-05;1013
2024-12-06;1013.5
2024-12-07;1015.5
2024-12-10;1016.5
2024-12-11;1017
2024-12-12;1017.5
2024-12-13;1019
2024-12-14;1020.5
2024-12-17;1022.5
2024-12-18;1021.5
2024-12-19;1022.5
2024-12-20;1023
2024-12-21;1025
2024-12-24;1028.5
2024-12-27;1029.5
2024-12-28;1031.5
2024-12-31;1032
2025-01-03;1032.5
2025-01-04;1035.5
2025-01-07;1035.5
2025-01-08;1036
2025-01-09;1036.5
2025-01-10;1037.5
2025-01-11;1039.5
2025-01-14;1040
2025-01-15;1041
2025-01-16;1042
2025-01-17;1042
2025-01-18;1044
2025-01-21;1046.5
2025-01-22;1047
2025-01-23;1048
2025-01-24;1048.5
2025-01-25;1049
2025-01-28;1050.5
2025-01-29;1051
2025-01-30;1051.5
2025-01-31;1052
2025-02-01;1053.5
2025-02-04;1054.25
2025-02-05;1054.25
2025-02-06;1054.5
2025-02-07;1054.75
2025-02-08;1055.75
2025-02-11;1056.5
2025-02-12;1056.5
2025-02-13;1056.75
2025-02-14;1057.75
2025-02-15;1058.25
2025-02-18;1059.25
2025-02-19;1059
2025-02-20;1059.25
2025-02-21;1059.75
2025-02-22;1060.75
2025-02-25;1061
2025-02-26;1061.5
2025-02-27;1061.75
2025-02-28;1062.25
2025-03-01;1064.75
2025-03-06;1064.25
2025-03-07;1064.5
2025-03-08;1066.5
2025-03-11;1066
2025-03-12;1066.5
2025-03-13;1066.75
2025-03-14;1067
2025-03-15;1068.5
2025-03-18;1068.5
2025-03-19;1069
2025-03-20;1069.75
2025-03-21;1069.5
2025-03-22;1071.5
2025-03-26;1071.75
2025-03-27;1071.75
2025-03-28;1072.25
2025-03-29;1073.5
2025-04-01;1074
2025-04-02;1074.75
2025-04-04;1075
2025-04-05;1076
2025-04-08;1076
2025-04-09;1076.25
2025-04-10;1077.25
2025-04-11;1077
2025-04-12;1078
2025-04-15;1198
2025-04-16;1200
2025-04-17;1135
2025-04-22;1094
2025-04-23;1104
2025-04-24;1160
2025-04-25;1174
2025-04-26;1169.5
2025-04-29;1178
2025-04-30;1165
2025-05-01;1170
2025-05-06;1200
2025-05-07;1194
2025-05-08;1124
2025-05-09;1114
2025-05-10;1136
2025-05-13;1132
2025-05-14;1125.5
2025-05-15;1132
2025-05-16;1138
2025-05-17;1142
2025-05-20;1141
2025-05-21;1142.5
2025-05-22;1146
2025-05-23;1135.5
2025-05-24;1133.5
2025-05-27;1143
2025-05-28;1156
2025-05-29;1160
2025-05-30;1183
2025-05-31;1188
2025-06-03;1180.5
2025-06-04;1184
2025-06-05;1185.5
2025-06-06;1191
2025-06-07;1185.5
2025-06-10;1185
2025-06-11;1188.5
2025-06-12;1182
2025-06-13;1185
2025-06-14;1182
2025-06-18;1160
2025-06-19;1142.5
2025-06-20;1162
2025-06-24;1171
2025-06-25;1174.5
2025-06-26;1191.5
2025-06-27;1189.5
2025-06-28;1189
2025-07-01;1205
2025-07-02;1222
2025-07-03;1229
2025-07-04;1231
2025-07-05;1240
2025-07-08;1264
2025-07-09;1255
2025-07-11;1255
2025-07-12;1261.5
2025-07-15;1280
2025-07-16;1260
2025-07-17;1261
2025-07-18;1274
2025-07-19;1286
2025-07-22;1275
2025-07-23;1256.5
2025-07-24;1258.5
2025-07-25;1272
2025-07-26;1280
2025-07-29;1295
2025-07-30;1291
2025-07-31;1315
2025-08-01;1374
2025-08-02;1364
2025-08-05;1360
2025-08-06;1338.5
2025-08-07;1332
2025-08-08;1326.5
2025-08-09;1326
2025-08-12;1322
2025-08-13;1317.5
2025-08-14;1313
2025-08-15;1300
2025-08-19;1293
2025-08-20;1292.5
2025-08-21;1301
2025-08-22;1315
2025-08-23;1321
2025-08-26;1362
2025-08-27;1356.5
2025-08-28;1349.5
2025-08-29;1333
2025-08-30;1342
2025-09-02;1372
