currency;date;price;id_articulo
USD;2025-03-20;91.84;66740
USD;2025-09-24;87.36;66740
USD;2016-06-01;378.4;4887
USD;2016-06-03;288.8;4887
USD;2016-07-14;283.2;4887
USD;2016-11-17;294.4;4887
USD;2017-01-20;356;4887
USD;2017-02-08;339.2;4887
USD;2017-04-18;317.92;4887
USD;2017-05-17;291.04;4887
USD;2017-07-03;283.2;4887
USD;2017-09-14;294.4;4887
USD;2017-09-21;305.6;4887
USD;2017-09-27;328;4887
USD;2017-12-11;339.2;4887
USD;2018-04-11;342.56;4887
USD;2018-04-27;324.64;4887
USD;2018-05-14;316.8;4887
USD;2018-06-04;322.4;4887
USD;2018-06-18;335.84;4887
USD;2018-07-17;344.8;4887
USD;2018-08-08;351.52;4887
USD;2018-08-10;361.6;4887
USD;2018-08-22;367.2;4887
USD;2018-09-06;378.4;4887
USD;2018-09-24;384;4887
USD;2019-01-31;376.16;4887
USD;2019-02-25;367.2;4887
USD;2019-03-25;356;4887
USD;2019-04-25;339.2;4887
USD;2019-05-17;328;4887
USD;2019-05-30;331.36;4887
USD;2019-06-15;333.6;4887
USD;2019-08-06;328;4887
USD;2019-10-22;320.16;4887
USD;2020-03-05;313.44;4887
USD;2020-04-20;298.88;4887
USD;2020-05-08;305.6;4887
USD;2020-06-11;316.8;4887
USD;2020-06-17;322.4;4887
USD;2020-06-23;316.8;4887
USD;2020-09-03;305.6;4887
USD;2021-01-14;316.8;4887
USD;2021-01-23;350.4;4887
USD;2021-02-01;367.2;4887
USD;2021-02-11;389.6;4887
USD;2021-02-22;400.8;4887
USD;2021-05-04;423.2;4887
USD;2021-06-02;434.4;4887
USD;2021-06-09;456.8;4887
USD;2021-06-14;490.4;4887
USD;2021-07-08;496;4887
USD;2021-08-27;507.2;4887
USD;2021-09-13;524;4887
USD;2021-09-28;568.8;4887
USD;2021-10-04;602.4;4887
USD;2021-10-06;624.8;4887
USD;2021-10-15;736.8;4887
USD;2021-10-21;776;4887
USD;2021-10-25;826.4;4887
USD;2021-11-02;860;4887
USD;2021-11-10;893.6;4887
USD;2021-11-17;904.8;4887
USD;2022-01-17;861.5;4887
USD;2022-01-24;856;4887
USD;2022-03-08;971.5;4887
USD;2022-03-10;988;4887
USD;2022-03-11;999;4887
USD;2022-03-14;1054;4887
USD;2022-03-22;1087;4887
USD;2022-03-26;1116.7;4887
USD;2022-04-19;1070.5;4887
USD;2022-04-30;1054;4887
USD;2022-05-06;1004.5;4887
USD;2022-05-25;889;4887
USD;2022-06-03;878;4887
USD;2022-06-13;839.5;4887
USD;2022-06-25;801;4887
USD;2022-07-25;779;4887
USD;2022-08-16;735;4887
USD;2022-09-12;779;4887
USD;2022-10-06;768;4887
USD;2022-10-19;751.5;4887
USD;2022-11-24;729.5;4887
USD;2022-12-15;740.5;4887
USD;2023-01-31;702;4887
USD;2023-02-18;625;4887
USD;2023-03-15;603;4887
USD;2023-04-01;614;4887
USD;2023-04-11;592;4887
USD;2023-05-15;548;4887
USD;2023-06-01;526;4887
USD;2023-06-23;493;4887
USD;2023-07-13;520.5;4887
USD;2023-07-27;559;4887
USD;2023-07-29;592;4887
USD;2023-08-04;603;4887
USD;2023-08-15;603;4887
USD;2023-09-06;647;4887
USD;2023-09-21;652.5;4887
USD;2023-11-09;674.5;4887
USD;2023-11-25;729.5;4887
USD;2023-12-16;773.5;4887
USD;2024-02-27;636;4887
USD;2024-04-09;603;4887
USD;2024-04-30;493;4887
USD;2024-06-19;504;4887
USD;2024-08-13;493;4887
USD;2024-08-28;482;4887
USD;2024-09-03;465.5;4887
USD;2024-09-26;443.5;4887
USD;2025-06-24;473.6;4887
USD;2025-12-03;462.8;4887
USD;2018-04-13;585.6;51234
USD;2018-04-18;591.2;51234
USD;2019-01-31;596.8;51234
USD;2019-05-06;585.6;51234
USD;2019-08-21;557.6;51234
USD;2020-04-01;535.2;51234
USD;2020-04-20;524;51234
USD;2020-07-21;512.8;51234
USD;2020-12-23;580;51234
USD;2021-01-14;596.8;51234
USD;2021-01-22;641.6;51234
USD;2021-02-01;652.8;51234
USD;2021-02-11;697.6;51234
USD;2021-03-09;753.6;51234
USD;2021-05-28;781.6;51234
USD;2021-06-02;792.8;51234
USD;2021-06-09;916;51234
USD;2021-06-14;955.2;51234
USD;2021-07-08;960.8;51234
USD;2021-09-17;977.6;51234
USD;2021-10-21;988.8;51234
USD;2022-02-12;1153;51234
USD;2022-03-03;1175;51234
USD;2022-03-05;1197;51234
USD;2022-03-08;1307;51234
USD;2022-03-10;1362;51234
USD;2022-03-11;1450;51234
USD;2022-03-26;1505;51234
USD;2022-04-07;1637;51234
USD;2022-06-25;1538;51234
USD;2022-07-25;1505;51234
USD;2022-08-09;1450;51234
USD;2022-09-12;1439;51234
USD;2022-09-16;1417;51234
USD;2022-09-29;1373;51234
USD;2022-11-03;1285;51234
USD;2022-12-02;1208;51234
USD;2023-03-15;1054;51234
USD;2023-09-28;1076;51234
USD;2024-04-09;999;51234
USD;2024-04-20;977;51234
USD;2025-02-25;927.2;51234
USD;2025-05-05;905.6;51234
USD;2025-06-05;992;51234
USD;2025-08-12;927.2;51234
USD;2025-12-03;916.4;51234
USD;2020-01-01;6.11;59199
USD;2021-03-02;6.44;59199
USD;2024-10-03;6.99;59199
USD;2025-04-26;5.77;59199
USD;2025-07-05;5.66;59199
USD;2025-09-03;5.44;59199
USD;2018-11-16;3.89;53533
USD;2018-11-20;3.77;53533
USD;2019-05-22;3.33;53533
USD;2020-04-24;3;53533
USD;2021-07-09;3.44;53533
USD;2021-09-28;3.72;53533
USD;2021-10-22;3.94;53533
USD;2021-11-09;4.77;53533
USD;2021-12-28;5.44;53533
USD;2022-11-04;5.22;53533
USD;2023-04-27;4.66;53533
USD;2023-06-23;4.11;53533
USD;2023-07-04;3.66;53533
USD;2023-07-19;3.5;53533
USD;2023-10-18;3.89;53533
USD;2023-10-24;4.88;53533
USD;2024-02-16;3.77;53533
USD;2024-04-10;3.22;53533
USD;2024-06-25;3.11;53533
USD;2024-09-11;3;53533
USD;2024-12-12;3.22;53533
USD;2025-03-05;2.94;53533
USD;2025-03-26;2.78;53533
USD;2025-10-16;3;53533
USD;2016-06-01;31.36;32983
USD;2016-07-18;44.8;32983
USD;2020-04-22;44.8;32983
USD;2021-11-09;47.04;32983
USD;2024-10-28;43.68;32983
USD;2024-11-29;40.32;32983
USD;2025-09-02;36.96;32983
USD;2018-11-27;9.21;52807
USD;2022-11-04;8.55;52807
USD;2025-03-05;8.33;52807
USD;2025-09-03;8.1;52807
USD;2019-07-31;22.09;75276
USD;2020-07-24;21.05;75276
USD;2020-09-03;22.2;75276
USD;2021-07-12;26.45;75276
USD;2022-06-23;30.82;75276
USD;2023-07-03;35.65;75276
USD;2023-08-16;36.23;75276
USD;2023-09-14;37.38;75276
USD;2024-07-03;29.9;75276
USD;2024-07-10;30.88;75276
USD;2024-09-04;31.63;75276
USD;2025-08-21;30.54;75276
USD;2025-10-13;32.2;75276
USD;2021-07-12;37.95;78534
USD;2022-06-23;40.25;78534
USD;2022-10-06;42.55;78534
USD;2022-10-14;44.85;78534
USD;2023-07-03;47.15;78534
USD;2023-08-18;47.73;78534
USD;2023-10-21;51.18;78534
USD;2023-11-13;51.29;78534
USD;2024-07-10;41.63;78534
USD;2024-10-05;45.43;78534
USD;2024-11-13;48.3;78534
USD;2025-07-31;40.13;78534
USD;2025-08-20;46;78534
USD;2025-11-13;48.3;78534
